"id","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz"
"2790","New Vicki Airport","New Vicki","Antarctica (the territory South of 60 deg S)","HHV","NVVG","51.7134685","49.728320","646","Europe/Vaduz","N","Africa/Cairo"
"2791","Jennifertown Airport","Jennifertown","British Indian Ocean Territory (Chagos Archipelago)","XRM","DYVF","76.6035825","144.623309","753","Asia/Aden","U","America/Regina"
"2792","Lisaview Airport","Lisaview","Luxembourg","ISJ","CDOS","22.523740","72.176777","96","America/Panama","S","Africa/Kigali"
"2793","Jonesfort Airport","Jonesfort","French Southern Territories","EHA","ICQR","24.424274","-147.712854","982","Europe/Stockholm","S","Asia/Yerevan"
"2794","Port Kimberlyberg Airport","Port Kimberlyberg","Bahrain","GNT","ULRQ","-29.288208","121.599453","208","Africa/Porto-Novo","Z","Pacific/Kwajalein"
"2795","Port Paulside Airport","Port Paulside","Lao People's Democratic Republic","VGF","DXRY","30.1622845","-136.863868","272","America/Guayaquil","Z","Africa/Addis_Ababa"
"2796","South Iantown Airport","South Iantown","Guinea","YWW","BTPV","74.5238875","89.467527","168","Asia/Vladivostok","A","Asia/Bahrain"
"2797","Paulachester Airport","Paulachester","Swaziland","MUI","WEAZ","-34.717660","83.848659","222","Asia/Brunei","E","Africa/Ouagadougou"
"2798","New Richardport Airport","New Richardport","British Virgin Islands","SJR","CUMN","-6.059631","22.445995","187","Pacific/Funafuti","S","Asia/Aden"
"2799","South Philipmouth Airport","South Philipmouth","Brunei Darussalam","KOJ","UEII","42.305417","60.572031","72","Pacific/Auckland","U","Europe/Vatican"
"2800","Wadetown Airport","Wadetown","Marshall Islands","YLI","JNMR","-63.7162145","-79.337400","467","Pacific/Guadalcanal","Z","Europe/Rome"
"2801","Kruegerfurt Airport","Kruegerfurt","Tonga","IUC","LXYA","88.445275","-43.190135","701","Asia/Dubai","Z","America/Bogota"
"2802","East Cody Airport","East Cody","San Marino","TBD","LYME","20.282543","32.999291","324","Africa/Djibouti","N","Africa/Mogadishu"
"2803","Meganton Airport","Meganton","Faroe Islands","JJQ","KBTK","24.8252415","5.520511","543","America/St_Lucia","S","Europe/Zurich"
"2804","New Jason Airport","New Jason","Slovakia (Slovak Republic)","QFN","LUUJ","-76.7219495","-67.245397","206","Asia/Hebron","O","Africa/Ndjamena"
"2805","Boydton Airport","Boydton","Zimbabwe","JQS","XKGI","-32.175724","98.193048","738","Europe/Minsk","E","Asia/Brunei"
"2806","Chasehaven Airport","Chasehaven","Barbados","FGW","XBNX","-32.4708785","-127.626165","530","Asia/Tbilisi","O","Africa/Bangui"
"2807","Lake James Airport","Lake James","Saint Lucia","BGC","BDRZ","-60.467446","110.668994","387","Asia/Dubai","S","Asia/Amman"
"2808","South Jenniferport Airport","South Jenniferport","Ireland","STM","LWRT","-86.845387","-166.831617","918","Africa/Tripoli","E","Africa/Dakar"
"2809","West Christopher Airport","West Christopher","Namibia","LSS","XXUY","31.533163","153.087104","574","Europe/Sarajevo","O","Africa/Kinshasa"
"2810","New Kathleen Airport","New Kathleen","Israel","AKQ","AFBY","60.1889755","149.579078","966","America/Managua","E","Africa/Nairobi"
"2811","Burchtown Airport","Burchtown","Guyana","OLX","WZTD","3.9424215","109.192854","392","America/Dominica","N","Pacific/Chatham"
"2812","Port Hollyview Airport","Port Hollyview","Burkina Faso","EPV","LFFQ","88.8441935","-27.139972","896","Australia/Broken_Hill","Z","America/St_Kitts"
"2813","New Kennethstad Airport","New Kennethstad","Bahrain","CNG","FVZZ","74.723961","27.340126","496","Europe/Berlin","S","Africa/Lusaka"
"2814","Lake Amanda Airport","Lake Amanda","Malaysia","YSG","FPKW","41.3188375","-169.348394","611","Asia/Pontianak","S","Africa/Gaborone"
"2815","Lamshire Airport","Lamshire","Sweden","NNJ","CBVX","-38.1845495","172.520989","564","Africa/Kigali","O","Indian/Mauritius"
"2816","Lopezborough Airport","Lopezborough","Sudan","AND","MFMX","48.5550935","-92.259714","992","America/Grenada","E","Africa/Algiers"
"2817","Meganburgh Airport","Meganburgh","Aruba","KHW","BRPC","34.0732175","-140.214228","439","Africa/Lome","O","Asia/Hovd"
"2818","South Cynthialand Airport","South Cynthialand","Bangladesh","FOB","WVCK","-43.9790385","-150.562762","123","Africa/Windhoek","E","Europe/Zagreb"
"2819","Kevinview Airport","Kevinview","Taiwan","JQE","NWPW","-28.1898315","-140.245692","976","Europe/Belgrade","E","Europe/Zagreb"
"2820","Briannafort Airport","Briannafort","Congo","BBR","JHQV","79.963365","59.830936","189","Pacific/Palau","S","Africa/Algiers"
"2821","Francotown Airport","Francotown","Switzerland","DNO","IXJQ","-44.1908465","97.039545","719","Africa/Tunis","Z","Africa/Bujumbura"
"2822","Hunterberg Airport","Hunterberg","Argentina","AIJ","QUOD","-49.2526785","-1.623822","743","Africa/Khartoum","Z","Africa/Bissau"
"2823","Jamesview Airport","Jamesview","Comoros","IDV","KEKJ","-15.285058","-14.004632","580","Africa/Windhoek","N","Europe/Monaco"
"2824","North Richard Airport","North Richard","Senegal","RZX","JATQ","20.679936","69.090443","259","America/Maceio","S","Asia/Kashgar"
"2825","West Ericaton Airport","West Ericaton","Central African Republic","TWC","GQHM","54.4387205","-167.581426","816","Pacific/Funafuti","N","Europe/Berlin"
"2826","Freemanmouth Airport","Freemanmouth","Micronesia","FYA","YBPW","39.832441","-69.674631","271","Africa/Porto-Novo","N","Asia/Pyongyang"
"2827","Port Katherine Airport","Port Katherine","Netherlands Antilles","TVG","WZSR","12.3546695","177.837733","203","America/Merida","O","Africa/Sao_Tome"
"2828","Kimberlyborough Airport","Kimberlyborough","Netherlands","MJQ","TDQP","24.6618395","-101.119922","390","Europe/Monaco","O","Europe/Vienna"
"2829","Zimmermanport Airport","Zimmermanport","Timor-Leste","CCD","SKKB","76.104101","-99.751441","832","Asia/Bangkok","U","Africa/Conakry"
"2830","New Scottview Airport","New Scottview","Ecuador","EIV","VVGD","26.647305","9.028032","91","Africa/Dakar","A","Africa/Gaborone"
"2831","West Edwardberg Airport","West Edwardberg","Armenia","GVE","PSXR","4.743505","-101.914927","268","Pacific/Chatham","S","Europe/Dublin"
"2832","New Kristin Airport","New Kristin","Korea","GAF","HUDW","-79.139650","164.270686","457","Africa/Casablanca","Z","Asia/Hovd"
"2833","Kristyhaven Airport","Kristyhaven","Venezuela","FYP","OLFS","22.6243925","-125.181994","545","Africa/Ndjamena","S","Indian/Maldives"
"2834","New Brenda Airport","New Brenda","Kuwait","BWY","TEFY","2.5087625","-95.671448","9","Europe/Brussels","Z","Asia/Baku"
"2835","Lake Bryanmouth Airport","Lake Bryanmouth","Togo","TTC","EDCT","-1.6247795","128.704492","825","Asia/Muscat","N","Africa/Luanda"
"2836","East Elizabethport Airport","East Elizabethport","Cook Islands","YYW","XCBF","-81.909899","-119.111601","797","Europe/San_Marino","A","America/Dominica"
"2837","Andersonstad Airport","Andersonstad","Bouvet Island (Bouvetoya)","ZRR","NMNU","21.7347245","-2.987816","582","America/Tegucigalpa","E","America/Guatemala"
"2838","Michelleside Airport","Michelleside","Saint Vincent and the Grenadines","HJO","BSCW","-48.9782975","151.403477","904","Africa/Niamey","Z","Africa/Sao_Tome"
"2839","East Daniel Airport","East Daniel","Iraq","LGG","MSRX","44.733317","26.621557","727","Pacific/Auckland","U","Asia/Damascus"
"2840","Larsonburgh Airport","Larsonburgh","Belgium","KQD","WCMU","77.138021","12.043713","27","Africa/Blantyre","N","Asia/Yakutsk"
"2841","East Jeromeside Airport","East Jeromeside","Monaco","JXU","VLSW","-83.4612355","-40.399378","317","Europe/Vilnius","Z","America/St_Kitts"
"2842","Stephaniemouth Airport","Stephaniemouth","Swaziland","ASH","SROC","-19.3106495","-145.889542","510","Europe/Tirane","A","Africa/Windhoek"
"2843","Kramerview Airport","Kramerview","Niue","YNL","YBHX","-61.234379","137.259652","474","Pacific/Galapagos","O","Africa/Casablanca"
"2844","Louisborough Airport","Louisborough","Cyprus","HHO","MFVO","-6.370551","125.121776","66","Africa/Asmera","Z","America/Santo_Domingo"
"2845","Jacquelineview Airport","Jacquelineview","Netherlands","PDA","BJWZ","-69.595968","-174.365213","533","Asia/Aden","N","Asia/Makassar"
"2846","Port Christopher Airport","Port Christopher","French Southern Territories","DTP","HGTI","-35.5330385","163.507604","699","Europe/Paris","A","Asia/Amman"
"2847","South Joseph Airport","South Joseph","Lithuania","KIC","CVQC","-81.2698545","151.418774","36","America/Argentina/La_Rioja","A","Africa/Ceuta"
"2848","North Dawn Airport","North Dawn","Malaysia","ONN","WIZM","20.9542245","-113.547017","42","Pacific/Galapagos","Z","Asia/Colombo"
"2849","Grahamchester Airport","Grahamchester","Isle of Man","WJT","JTTM","74.7430235","-174.311346","181","Indian/Comoro","O","America/Argentina/Catamarca"
"2850","Nancyton Airport","Nancyton","Saint Lucia","NMJ","OJHA","59.8906625","1.422289","417","Asia/Kuala_Lumpur","E","Africa/Maseru"
"2851","Grimesberg Airport","Grimesberg","Serbia","DOV","ZJLK","-23.2095305","89.517133","842","Africa/Malabo","S","America/Recife"
"2852","New Tamaraburgh Airport","New Tamaraburgh","Sri Lanka","NSK","LISL","-15.634858","61.032646","246","America/Port_of_Spain","O","America/Caracas"
"2853","South Michael Airport","South Michael","Grenada","XSM","KWGS","64.676320","-120.763647","0","Europe/Budapest","S","Pacific/Palau"
"2854","Johnsontown Airport","Johnsontown","Algeria","VBE","ZQLU","38.976408","-161.515159","982","Pacific/Guadalcanal","E","Asia/Jakarta"
"2855","Port Davidborough Airport","Port Davidborough","Slovakia (Slovak Republic)","SBC","EKNC","58.7348295","-86.102138","587","Pacific/Galapagos","N","Pacific/Galapagos"
"2856","Tonitown Airport","Tonitown","Zimbabwe","QAZ","TXRO","-0.5125635","143.113976","184","Pacific/Chatham","S","Africa/Nairobi"
"2857","West Patricia Airport","West Patricia","Croatia","LUZ","ODVD","62.7525715","125.026511","514","Pacific/Efate","E","Atlantic/Reykjavik"
"2858","South Benjamin Airport","South Benjamin","Panama","QDB","AWSD","-80.7058395","-95.651190","35","Indian/Maldives","Z","Europe/London"
"2859","Johnsontown Airport","Johnsontown","Armenia","MTA","KJVE","-22.763973","-126.962112","733","Europe/Zurich","N","Africa/Mbabane"
"2860","Estradaton Airport","Estradaton","Togo","ROE","PMQJ","43.5791265","-62.551543","243","America/Havana","O","Europe/Podgorica"
"2861","Jimenezberg Airport","Jimenezberg","Kyrgyz Republic","YHP","QPUE","-35.212332","-141.498714","186","Europe/Bratislava","U","Africa/Nouakchott"
"2862","South Jennifer Airport","South Jennifer","Madagascar","IDQ","URMC","45.495441","13.122053","339","America/Montevideo","E","Pacific/Funafuti"
"2863","Port David Airport","Port David","Isle of Man","PVO","SHVS","-79.314844","-41.465966","462","Asia/Karachi","N","Africa/Maputo"
"2864","Lake Juan Airport","Lake Juan","Algeria","LBR","DMHL","37.8183135","-48.945071","350","Africa/Dar_es_Salaam","N","Africa/Conakry"
"2865","Josephstad Airport","Josephstad","Zambia","OHF","EBIT","67.4686585","78.712509","988","Asia/Riyadh","N","Pacific/Tongatapu"
"2866","Rhondashire Airport","Rhondashire","Martinique","FRU","KCUD","-8.948449","-22.764377","637","Pacific/Funafuti","E","Africa/Libreville"
"2867","Hernandezfurt Airport","Hernandezfurt","Azerbaijan","SWX","IFJH","12.9152185","-160.220277","886","Africa/Harare","N","Europe/Rome"
"2868","Danielleville Airport","Danielleville","Fiji","JAY","YNTL","1.143571","-176.197741","197","Europe/Tirane","S","Europe/Vienna"
"2869","Websterport Airport","Websterport","Anguilla","WZZ","QBGL","-13.3257715","-97.286639","834","Atlantic/Reykjavik","S","America/Guayaquil"
"2870","Bowmanfurt Airport","Bowmanfurt","Andorra","FID","CCOS","-26.1714425","-38.265326","734","America/Costa_Rica","O","America/Panama"
"2871","Lake Shawnchester Airport","Lake Shawnchester","Slovenia","MYJ","GHSY","-27.7196695","-142.060622","709","Europe/Chisinau","Z","Africa/Niamey"
"2872","Rochaside Airport","Rochaside","Panama","VEX","CTXA","63.9049665","-24.813888","816","Asia/Jakarta","O","Asia/Nicosia"
"2873","Hallmouth Airport","Hallmouth","Ukraine","CBN","HRGW","80.073339","-83.837968","40","Africa/Johannesburg","U","America/Merida"
"2874","Fullerhaven Airport","Fullerhaven","French Polynesia","IHO","CALB","-39.8396685","21.671742","381","Africa/Nairobi","N","Asia/Manila"
"2875","Bradleymouth Airport","Bradleymouth","Paraguay","VFV","TIFG","54.2077515","15.753239","831","Pacific/Nauru","N","Africa/Douala"
"2876","Port Leahville Airport","Port Leahville","Malawi","PAP","ASIU","47.5963935","-101.558002","874","Europe/Zagreb","O","America/Santiago"
"2877","Carterhaven Airport","Carterhaven","New Caledonia","EXI","RSEL","81.0284385","-146.220923","916","Africa/Nouakchott","N","Africa/Addis_Ababa"
"2878","Lake Jessicabury Airport","Lake Jessicabury","Liberia","DTU","XLJO","-16.2245615","171.831914","37","Pacific/Truk","O","America/Panama"
"2879","West Christianport Airport","West Christianport","Bouvet Island (Bouvetoya)","YMS","MAWZ","-54.079846","-15.957358","666","Europe/Athens","A","Asia/Yerevan"
"2880","Gregoryland Airport","Gregoryland","Korea","XZW","FEQY","-29.0456525","-131.009651","968","Asia/Qatar","O","Asia/Damascus"
"2881","Ashleymouth Airport","Ashleymouth","Turkey","JES","KSBV","61.042413","156.057407","960","Africa/Cairo","O","Europe/Istanbul"
"2882","North Allisonberg Airport","North Allisonberg","Samoa","CLF","PPVD","-71.734434","-48.190884","676","Europe/Warsaw","O","Africa/Ouagadougou"
"2883","Davidchester Airport","Davidchester","Algeria","NMS","RDGM","-8.3412205","129.863435","283","Europe/Budapest","O","Africa/Khartoum"
"2884","Hendersonport Airport","Hendersonport","Ghana","YZC","WIPT","-78.6737365","-96.062482","537","Africa/Accra","A","Africa/Addis_Ababa"
"2885","Lake Katherine Airport","Lake Katherine","Sudan","SVV","RUIB","29.626991","167.679143","544","Pacific/Nauru","O","Europe/Athens"
"2886","North Kara Airport","North Kara","Malawi","MYI","HLEH","51.1025035","-142.556629","749","Africa/Nairobi","A","Africa/Bissau"
"2887","Ianchester Airport","Ianchester","Denmark","YLW","ZTVN","-15.869009","-69.327304","938","Asia/Ashgabat","A","Africa/Khartoum"
"2888","Melissaborough Airport","Melissaborough","Andorra","KLH","BJTO","-34.8635775","69.298043","508","Europe/Lisbon","S","Africa/Bissau"
"2889","South Michelle Airport","South Michelle","Spain","SWA","RZXU","84.6763935","128.943910","100","Europe/Andorra","O","Asia/Katmandu"
"2890","Port Olivia Airport","Port Olivia","Saint Lucia","GIR","YRAG","6.8534935","49.336069","884","Asia/Baghdad","Z","Indian/Mahe"
"2891","New Josephstad Airport","New Josephstad","Austria","WNY","KKRJ","-2.7158485","62.665934","69","Europe/Andorra","E","Europe/Luxembourg"
"2892","Port Jamesville Airport","Port Jamesville","Swaziland","VAC","UKNN","28.493399","-173.785288","858","America/La_Paz","O","Europe/Dublin"
"2893","Karenview Airport","Karenview","Mongolia","ELY","RQOX","-23.8551105","37.360504","321","Asia/Hebron","A","Africa/Accra"
"2894","Lake Paulville Airport","Lake Paulville","Zambia","CFB","PFLT","14.6305965","171.307335","446","Pacific/Apia","Z","Europe/Andorra"
"2895","North Jacquelineberg Airport","North Jacquelineberg","China","RCG","OJHC","-70.039104","-40.787144","821","Asia/Saigon","E","Asia/Colombo"
"2896","West Rachelton Airport","West Rachelton","French Guiana","RRX","WLBG","0.0699405","-124.906938","770","America/Guayaquil","Z","Asia/Taipei"
"2897","Lake Derekstad Airport","Lake Derekstad","Egypt","WMC","NJXK","-46.916454","-137.479769","321","Africa/Asmera","S","Asia/Singapore"
"2898","North Ashley Airport","North Ashley","Senegal","YCH","DYQA","13.0993535","-26.101764","342","Africa/Bissau","Z","Africa/Lusaka"
"2899","East Patriciafort Airport","East Patriciafort","Armenia","FYI","AIGU","-59.719901","95.265454","790","Europe/London","S","America/Paramaribo"
"2900","New Jocelyn Airport","New Jocelyn","Uruguay","PTE","OLUE","10.7699035","-16.076620","92","Asia/Muscat","O","Asia/Kuala_Lumpur"
"2901","Helenstad Airport","Helenstad","Kenya","IQB","PHSW","-53.5611935","-83.119241","175","America/Nassau","A","America/Guatemala"
"2902","Lake Haleyside Airport","Lake Haleyside","Iran","CDX","UEQS","20.5852405","-14.264371","800","Europe/Vaduz","O","America/St_Lucia"
"2903","Port Sharon Airport","Port Sharon","Czech Republic","RDW","HSJN","86.713371","-149.476368","872","America/Dominica","A","Asia/Tokyo"
"2904","Dixonfort Airport","Dixonfort","Bahrain","DSG","IDZN","54.9905865","85.439482","429","Africa/Gaborone","U","Atlantic/Reykjavik"
"2905","East Feliciaside Airport","East Feliciaside","Norfolk Island","GMM","BWFH","44.473665","154.754711","319","Africa/Ndjamena","E","America/Paramaribo"
"2906","East Frankchester Airport","East Frankchester","Honduras","MUK","XNGB","-5.056034","-89.386071","999","Asia/Ashgabat","S","Asia/Samarkand"
"2907","Lake Thomas Airport","Lake Thomas","Kuwait","OGR","HHDN","63.119509","163.959494","924","Europe/Zurich","O","Asia/Singapore"
"2908","Rileymouth Airport","Rileymouth","El Salvador","MKT","OLBP","11.144804","139.396783","865","Africa/Monrovia","E","Europe/Zagreb"
"2909","North Taylormouth Airport","North Taylormouth","Eritrea","OEU","FOQN","55.890374","-106.188484","815","Europe/Luxembourg","U","Atlantic/Reykjavik"
"2910","Kennethburgh Airport","Kennethburgh","Israel","ZFA","YKLR","75.043765","-146.385021","49","Europe/Podgorica","S","Asia/Bangkok"
"2911","New Kimberg Airport","New Kimberg","Liberia","KQE","BAQC","-36.7307695","-13.811152","901","Africa/Maputo","O","Europe/Paris"
"2912","Lake Rebeccaburgh Airport","Lake Rebeccaburgh","Heard Island and McDonald Islands","TZB","CRRE","33.349212","-136.808031","519","Europe/Zagreb","Z","Africa/Accra"
"2913","Port Angela Airport","Port Angela","Paraguay","EQI","TZZU","-70.119476","-178.797977","677","Africa/Accra","Z","Europe/Chisinau"
"2914","East Kristin Airport","East Kristin","Faroe Islands","APQ","SGGY","26.666791","165.472656","315","Asia/Bishkek","Z","America/El_Salvador"
"2915","Robertshaven Airport","Robertshaven","Chile","KVU","KQIM","46.439162","-122.033257","879","America/St_Vincent","Z","Asia/Kuwait"
"2916","Julianchester Airport","Julianchester","American Samoa","UWO","OHBM","-66.712237","26.774839","60","Africa/Kigali","A","Asia/Damascus"
"2917","Gregoryview Airport","Gregoryview","Nepal","XNB","EWCS","-58.5950935","178.831123","132","Asia/Baku","N","Indian/Comoro"
"2918","New Ginafurt Airport","New Ginafurt","United States Virgin Islands","ZIZ","BXTK","41.933205","-114.803697","846","Asia/Yerevan","U","Europe/Vilnius"
"2919","Christopherview Airport","Christopherview","Portugal","FSC","CTYZ","-64.6218115","-120.387457","328","Asia/Hebron","S","Europe/Skopje"
"2920","South Cheyenne Airport","South Cheyenne","Switzerland","OYC","UADR","-48.3795735","-153.707442","924","Africa/Sao_Tome","A","Europe/Istanbul"
"2921","Port Jeffreyborough Airport","Port Jeffreyborough","New Caledonia","HYF","KDDS","82.2349605","-110.093118","583","Africa/Kampala","Z","America/Tegucigalpa"
"2922","South Elizabethborough Airport","South Elizabethborough","Spain","AZD","JNES","86.390679","-25.112937","104","Indian/Mauritius","O","Africa/Lusaka"
"2923","Smithborough Airport","Smithborough","Serbia","UWO","TPRF","46.5056445","30.386331","738","Europe/Oslo","U","Asia/Manila"
"2924","North Petertown Airport","North Petertown","Anguilla","NHJ","PWXO","-78.327238","-168.153596","643","Africa/Addis_Ababa","N","America/St_Vincent"
"2925","Brownside Airport","Brownside","United Kingdom","UIS","HBQE","19.618947","-49.876934","773","Africa/Lagos","A","Asia/Kabul"
"2926","Lake Karenfurt Airport","Lake Karenfurt","Serbia","UNZ","HWEA","59.899535","71.522232","924","America/Guatemala","U","Asia/Nicosia"
"2927","Lake Courtney Airport","Lake Courtney","Spain","NTA","LFKF","55.3976875","-173.729042","160","Pacific/Apia","E","Africa/Casablanca"
"2928","East Katherinehaven Airport","East Katherinehaven","Bahamas","FMA","MBKB","66.9420845","-167.313043","224","Asia/Bishkek","O","Asia/Bahrain"
"2929","Nicoleville Airport","Nicoleville","Luxembourg","CTY","MUNW","45.7346905","-124.473304","911","America/Dominica","U","Europe/Copenhagen"
"2930","Garyberg Airport","Garyberg","Jamaica","PAF","LXSB","-6.286077","109.737979","881","Africa/Niamey","O","Asia/Katmandu"
"2931","Lisaside Airport","Lisaside","Grenada","LQW","PPRS","-40.543129","-170.690580","861","Europe/Copenhagen","O","Africa/Brazzaville"
"2932","Brooksmouth Airport","Brooksmouth","Tonga","DHA","HUMZ","-58.5574145","-178.107294","401","America/Tegucigalpa","A","America/Port_of_Spain"
"2933","Hartbury Airport","Hartbury","Cook Islands","SYU","WDVI","-30.488497","-29.742916","752","Asia/Pyongyang","S","Africa/Ouagadougou"
"2934","West Jonathanmouth Airport","West Jonathanmouth","Bouvet Island (Bouvetoya)","KSP","ZOPQ","-19.3611145","30.473297","429","Africa/Nouakchott","S","Europe/Budapest"
"2935","Lake Karenview Airport","Lake Karenview","Congo","KMK","WOFX","-49.2613965","133.980198","869","Asia/Calcutta","A","Asia/Makassar"
"2936","New Nancybury Airport","New Nancybury","Philippines","WTC","ZPQE","-35.5569655","-114.824173","132","Pacific/Guadalcanal","E","America/Managua"
"2937","Lake Kristyburgh Airport","Lake Kristyburgh","Tuvalu","LYP","ZVQV","-62.7125985","120.810345","137","Asia/Chongqing","O","Africa/Mbabane"
"2938","Toddside Airport","Toddside","Portugal","SNI","XLHN","52.5624595","-27.425110","767","Asia/Singapore","S","America/Barbados"
"2939","South William Airport","South William","Palestinian Territory","TZY","VBXI","-68.3374835","172.979727","289","Asia/Singapore","U","Europe/Warsaw"
"2940","New Jennifer Airport","New Jennifer","Bosnia and Herzegovina","ZSD","ORGT","-2.632472","-38.375221","810","Asia/Seoul","O","Asia/Qatar"
"2941","Tammystad Airport","Tammystad","Timor-Leste","RPH","RNPA","-5.632134","13.641560","462","Africa/Malabo","U","Asia/Vladivostok"
"2942","Jacksonhaven Airport","Jacksonhaven","Cook Islands","PUR","FVGY","-6.579567","9.783338","36","Asia/Almaty","Z","Africa/Bamako"
"2943","Danieltown Airport","Danieltown","Armenia","VAL","UYBC","-57.2819325","164.048615","681","Asia/Kabul","S","Asia/Brunei"
"2944","North Matthewmouth Airport","North Matthewmouth","New Zealand","FBM","RQNN","81.6777885","93.998620","150","Europe/Berlin","A","Europe/Malta"
"2945","South Jesseburgh Airport","South Jesseburgh","Papua New Guinea","XCV","NFWW","-83.696440","-138.556599","139","Europe/Sarajevo","O","Asia/Dhaka"
"2946","Norrisside Airport","Norrisside","Sao Tome and Principe","EOP","KYGL","13.242674","-168.530866","693","Pacific/Tongatapu","O","Africa/Bamako"
"2947","Geraldland Airport","Geraldland","Slovakia (Slovak Republic)","NMM","HRQU","24.499363","-65.455729","152","Europe/Andorra","U","Africa/Lubumbashi"
"2948","North David Airport","North David","Jordan","POO","IUTA","-83.085853","120.981220","231","Asia/Dushanbe","U","Pacific/Tongatapu"
"2949","West Peggy Airport","West Peggy","Saint Vincent and the Grenadines","GYD","PVOC","56.7206875","66.178148","539","Africa/Niamey","U","Asia/Vientiane"
"2950","East Jenniferchester Airport","East Jenniferchester","Slovenia","ISW","KZWV","-72.122187","112.484461","584","Asia/Bahrain","U","Asia/Amman"
"2951","Juliafort Airport","Juliafort","Bangladesh","DUW","QDDT","28.4766145","1.653874","501","Africa/Tripoli","E","Africa/Dar_es_Salaam"
"2952","Joneshaven Airport","Joneshaven","Honduras","LLB","MPAH","31.485697","-113.282933","415","Europe/Warsaw","U","Africa/Abidjan"
"2953","Curryton Airport","Curryton","Pitcairn Islands","BTU","NXTA","-4.8635395","42.281040","393","Europe/Copenhagen","E","America/Monterrey"
"2954","Lake Jessica Airport","Lake Jessica","Austria","JNY","YDJE","-81.9387185","-47.171028","947","Africa/Gaborone","A","Africa/Maputo"
"2955","Sandersstad Airport","Sandersstad","Luxembourg","UEJ","COHL","-51.9735615","159.111060","92","America/Guatemala","E","Africa/Sao_Tome"
"2956","Port Michelle Airport","Port Michelle","Fiji","WJO","PHYH","-19.5670345","29.104451","431","Asia/Qatar","Z","Europe/Podgorica"
"2957","New Jessica Airport","New Jessica","Solomon Islands","CDA","LJVS","-69.965985","-73.841431","116","Asia/Muscat","S","Atlantic/Reykjavik"
"2958","North Catherine Airport","North Catherine","Cayman Islands","ZHZ","BDYE","81.5093635","-63.608451","897","Europe/Chisinau","U","Africa/Nairobi"
"2959","Campbellview Airport","Campbellview","Latvia","QYM","OPQT","20.919351","-25.352048","672","Europe/Vaduz","A","Asia/Dushanbe"
"2960","East Elizabeth Airport","East Elizabeth","French Southern Territories","TBP","JKTX","-57.308297","99.207949","990","Asia/Thimphu","U","America/St_Vincent"
"2961","Noahberg Airport","Noahberg","Kuwait","VQA","BEZE","45.377999","86.838136","110","Europe/Dublin","A","Asia/Ulaanbaatar"
"2962","West Courtneyhaven Airport","West Courtneyhaven","Bulgaria","DPW","TWUK","88.8834995","171.642793","431","Asia/Urumqi","O","Africa/Douala"
"2963","Port Kennethmouth Airport","Port Kennethmouth","Italy","OWK","XRIZ","-88.770773","3.528392","437","Pacific/Chatham","N","America/Managua"
"2964","West Michelle Airport","West Michelle","Mozambique","GNO","JRTN","-18.369467","-98.456213","605","Asia/Jerusalem","O","Europe/Dublin"
"2965","West Staceymouth Airport","West Staceymouth","Armenia","FWN","PPXD","10.970572","-91.743870","379","Africa/Ndjamena","U","Pacific/Fiji"
"2966","Fowlertown Airport","Fowlertown","Germany","JKC","TECZ","15.1344325","-149.624714","42","Asia/Rangoon","Z","Asia/Riyadh"
"2967","Changhaven Airport","Changhaven","Greece","UGG","GRWV","57.732194","-80.487519","206","Pacific/Majuro","U","America/Panama"
"2968","Combsland Airport","Combsland","Czech Republic","EDL","WMMK","-83.645015","82.212376","72","Africa/Windhoek","N","Asia/Colombo"
"2969","South Alexandraborough Airport","South Alexandraborough","Mauritius","TBW","HYEN","-80.039437","-71.812749","289","Pacific/Easter","N","Africa/Porto-Novo"
"2970","West Larry Airport","West Larry","Papua New Guinea","MVG","DIGX","-7.222510","168.722919","412","Asia/Dubai","S","America/Rankin_Inlet"
"2971","East Christopherton Airport","East Christopherton","Turkmenistan","GQR","ZCBZ","77.340381","-124.964336","804","Africa/Ndjamena","A","Europe/Vilnius"
"2972","Leahborough Airport","Leahborough","Eritrea","ROX","SOLP","-43.1907065","59.448390","211","Europe/Sarajevo","E","America/Montevideo"
"2973","East Maria Airport","East Maria","Greece","GCY","QMMG","-27.813347","-141.517909","250","Indian/Mahe","U","America/Costa_Rica"
"2974","South Victoria Airport","South Victoria","Sri Lanka","PRZ","GNHX","84.473578","-77.427965","100","Pacific/Fiji","A","Africa/Kigali"
"2975","Perezfort Airport","Perezfort","Swaziland","FSV","WWBV","76.9990635","-108.068135","722","Asia/Qatar","N","Asia/Jayapura"
"2976","Allenview Airport","Allenview","Philippines","WVM","SMXR","42.110402","-87.999541","544","Asia/Thimphu","U","Asia/Aqtobe"
"2977","West David Airport","West David","Cambodia","JUU","EEFI","-32.8126775","97.690039","569","Africa/Brazzaville","E","Europe/Berlin"
"2978","Ramirezbury Airport","Ramirezbury","Sweden","CLQ","DUQA","-43.611408","71.204204","986","Europe/Athens","O","Africa/Casablanca"
"2979","East Luketown Airport","East Luketown","South Georgia and the South Sandwich Islands","YHJ","ZAVG","32.124625","176.073051","747","Pacific/Guadalcanal","Z","America/Santo_Domingo"
"2980","Nataliehaven Airport","Nataliehaven","Belarus","ZNP","VSVN","89.8811065","75.173710","30","America/Nassau","U","Africa/Libreville"
